index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
01OQ.Z,CH0500515702,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OR.Z,CH0500515686,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OS.Z,CH0500515694,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OU.Z,IXETMFdPC CHF P,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Trading,The IXETMFdPC CHF P is an index that represents the performance of a portfolio. The index is denominated in CHF and is a price return index.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OV.Z,IXETMFdPC CHF NR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Trading,The IXETMFdPC CHF NR is an index that represents the performance of a portfolio. The index is denominated in CHF and is a net return index.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OX.Z,IXETMFdPC CHF GR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Trading,The IXETMFdPC CHF GR is an index that represents the performance of a portfolio. The index is denominated in CHF and is a gross return index.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01OY.Z,ESTX 50 REALIZ.DISP.PR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Derivatives,The ESTX 50 REALIZ.DISP.PR EO index measures the performance of a strategy that dynamically allocates between the EURO STOXX 50 Index and a risk-free asset based on realized dispersion. The strategy aims to reduce volatility compared to a pure equity investment in the EURO STOXX 50. The index is price return.,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q1.Z,STX G.1800E.J.M.V.U.PR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.PR EO index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a price return index, meaning it does not account for dividend payments, and is priced in EUR. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q2.Z,STX G.1800E.J.M.V.U.GR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.GR DL index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a gross return index, meaning it accounts for dividend payments without deducting withholding taxes, and is denominated in dollars. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q3.Z,STX G.1800E.J.M.V.U.NR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.NR DL index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a net return index, meaning it accounts for dividend payments after the deduction of withholding taxes, and is denominated in dollars. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q4.Z,STX G.1800E.J.M.V.U.PR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.PR DL index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a price return index, meaning it does not account for dividend payments, and is denominated in dollars. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q5.Z,STX G.1800E.J.M.V.U.GR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.GR YN index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a gross return index, meaning it accounts for dividend payments without deducting withholding taxes and is denominated in Yen. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q6.Z,STX G.1800E.J.M.V.U.NR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.NR YN index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a net return index, meaning it accounts for dividend payments after the deduction of withholding taxes and is denominated in Yen. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q7.Z,STX G.1800E.J.M.V.U.PR YN,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX G.1800E.J.M.V.U.PR YN index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, V, and U. It is a price return index, meaning it does not account for dividend payments, and is denominated in Yen. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q8.Z,STX GL.1800E.J.M.V.GR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX GL.1800E.J.M.V.GR EO index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, and V. It is a gross return index, meaning it accounts for dividend payments without deducting withholding taxes and is priced in EUR. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01Q9.Z,STX GL.1800E.J.M.V.NR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX GL.1800E.J.M.V.NR EO index tracks the performance of a global equity portfolio derived from the STOXX Global 1800 index, incorporating factors like value, momentum, and potentially others indicated by the letters J, M, and V. It is a net return index, meaning it accounts for dividend payments after the deduction of withholding taxes and is priced in EUR. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QA.Z,STX GL.ST.QU.50 PR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX GL.ST.QU.50 PR USD index tracks the performance of the top 50 global stocks based on a quality factor. It is a price return index, meaning it does not account for dividend payments and is denominated in USD. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QB.Z,STX GL.ST.QU.50 NR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX GL.ST.QU.50 NR USD index tracks the performance of the top 50 global stocks based on a quality factor. It is a net return index, meaning it accounts for dividend payments after the deduction of withholding taxes and is denominated in USD. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QC.Z,STX GL.ST.QU.50 GR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"The STX GL.ST.QU.50 GR USD index tracks the performance of the top 50 global stocks based on a quality factor. It is a gross return index, meaning it accounts for dividend payments without deducting withholding taxes and is denominated in USD. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QD.Z,STX EU.ST.QU.30 PR EUR,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"The STX EU.ST.QU.30 PR EUR index tracks the performance of the top 30 European stocks based on a quality factor. It is a price return index, meaning it does not account for dividend payments and is denominated in EUR. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QE.Z,STX EU.ST.QU.30 NR EUR,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"The STX EU.ST.QU.30 NR EUR index tracks the performance of the top 30 European stocks based on a quality factor. It is a net return index, meaning it accounts for dividend payments after the deduction of withholding taxes and is denominated in EUR. The index uses a proprietary methodology.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QF.Z,STX EU.ST.QU.30 GR EUR,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STOXX Europe 600 ex UK Select 30 Gross Return EUR Index represents a selection of 30 stocks from the STOXX Europe 600 ex UK index. The index aims to capture the performance of companies with high dividend yields and low volatility. The returns are calculated on a gross basis, meaning dividends are included in the total return",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
01QG.Z,STX EU.ST.QU.30 PR USD,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STOXX Europe 600 ex UK Select 30 Price USD Index represents a selection of 30 stocks from the STOXX Europe 600 ex UK index. The index aims to capture the performance of companies with high dividend yields and low volatility. The returns are calculated on a price basis, meaning dividends are not included in the total return",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
